bref,7.889220714569092,44.78237533569336
operatingsysem,24.92981719970703,8.347857475280762
gaussienne,28.37925910949707,18.216955184936523
echange,38.23453140258789,-13.218083381652832
projetee,-21.59368324279785,5.408480644226074
supprimons,9.654491424560547,34.953399658203125
partitions,-4.480833053588867,12.932049751281738
indesirables,45.03814697265625,2.06595516204834
linguistique,8.6698637008667,9.53372573852539
marque,20.70909309387207,-34.84862518310547
complexifie,2.1885218620300293,-41.194366455078125
situations,-5.828011512756348,10.130572319030762
vectorielle,-50.119754791259766,-22.233415603637695
tab,-33.76101303100586,3.4707531929016113
masses,53.3068962097168,-18.505666732788086
remarquer,7.124131202697754,5.6997528076171875
appartenance,-6.196859359741211,7.404546737670898
prevent,60.03531265258789,-1.5139679908752441
decomposition,-14.785774230957031,7.05977725982666
automatiques,42.320308685302734,12.535654067993164
impliquant,6.403072357177734,-45.89043426513672
positive,-42.46084213256836,-9.654762268066406
continu,-17.738773345947266,34.89372253417969
triangulaire,43.32618713378906,-3.6525557041168213
plongement,-26.668415069580078,-1.930259108543396
assurer,-30.596202850341797,6.879276275634766
emploi,-22.8310546875,27.232908248901367
devient,-43.91044998168945,-19.633359909057617
librairie,12.741519927978516,6.016056060791016
lit,59.66376876831055,-2.803307294845581
parcimonieux,28.118907928466797,-1.0468555688858032
discriminants,23.61701011657715,-34.965965270996094
iteres,-14.213334083557129,-25.29611587524414
couvertes,-13.55688190460205,-29.383913040161133
icp,43.68109893798828,17.44241714477539
train,-9.515856742858887,22.373437881469727
notion,-12.087493896484375,14.687255859375
fuites,10.367589950561523,38.98788833618164
transformations,-5.0343337059021,18.661117553710938
participants,-42.59235763549805,10.780439376831055
cercle,41.12086486816406,-11.314114570617676
construits,-47.741973876953125,-17.36787986755371
section,-38.51874542236328,44.44196319580078
lemmatisation,55.05656433105469,-17.0675048828125
prise,-18.30449104309082,8.703390121459961
categorielles,-35.96157455444336,-11.923920631408691
isolation,16.10659408569336,-34.51295852661133
roles,17.238544464111328,-16.140775680541992
cosine,-12.912842750549316,-29.375194549560547
entiers,19.66631507873535,-14.797460556030273
moment,-25.625720977783203,2.3525912761688232
generes,-38.60386657714844,-10.045503616333008
correspondants,24.813888549804688,-30.492095947265625
realisons,40.87982940673828,-2.7169864177703857
ajustements,40.99322509765625,25.595874786376953
memorise,60.094207763671875,-1.2214895486831665
estimations,-8.06361198425293,-27.06914710998535
chronologique,28.73793601989746,20.031423568725586
entreprise,-2.193098545074463,-24.393957138061523
continus,16.1258487701416,42.42232131958008
contextuels,-25.266979217529297,20.933143615722656
debut,-18.02165985107422,6.727646350860596
eliminer,-30.449190139770508,-6.633168697357178
resultante,10.682520866394043,42.43314743041992
enhancing,61.40032958984375,6.856085777282715
convergees,44.00619125366211,0.6745859384536743
supprime,27.772262573242188,-1.7597219944000244
direction,22.406349182128906,-32.25839614868164
restants,25.812606811523438,-34.892738342285156
films,-4.012241363525391,-45.76023864746094
demonstration,50.785648345947266,-23.12567710876465
jointures,25.310754776000977,-7.7863945960998535
representant,-45.96053695678711,-14.511842727661133
realisees,0.40408074855804443,26.722827911376953
rappelle,9.846116065979004,44.66902542114258
participant,-10.185900688171387,-21.229291915893555
utiliserons,-7.4711594581604,-44.65626525878906
arcs,-30.08156394958496,-31.054298400878906
recherches,-27.5757999420166,26.073856353759766
structuration,2.4783365726470947,-40.962467193603516
majoritaire,-52.15719985961914,-8.611913681030273
enquete,-9.141050338745117,-19.978673934936523
laps,28.26527214050293,13.329564094543457
incluant,41.24861526489258,28.145233154296875
similitude,-11.164752960205078,-38.33595275878906
simplicite,18.153350830078125,-31.092649459838867
noter,-14.238982200622559,23.699630737304688
